Date,Open,High,Low,Close,Adj Close,Volume,Percent_Change,Volume_Change
2022-04-06,1073.469970703125,1079.0,1027.699951171875,1045.760009765625,1045.760009765625,29782800,-2.649743791953796,NaN
2022-04-07,1052.3900146484375,1076.5899658203125,1021.5399780273438,1057.260009765625,1057.260009765625,26482400,0.460624167395407,-12.462616681267559
2022-04-08,1043.2099609375,1048.43994140625,1022.4400024414062,1025.489990234375,1025.489990234375,18337900,-1.7279516008805729,-44.41348245982364
2022-04-11,980.4000244140625,1008.469970703125,974.6400146484375,975.9299926757812,975.9299926757812,19785700,-0.4580279089512862,7.317406005347293
2022-04-12,997.6400146484375,1021.1900024414062,976.5999755859375,986.9500122070312,986.9500122070312,21992000,-1.0831351445552029,10.032284467078934
2022-04-13,981.0800170898438,1026.239990234375,973.0999755859375,1022.3699951171875,1022.3699951171875,18373700,4.038653151456284,-19.692821805080097
2022-04-14,999.2899780273438,1012.7100219726562,982.1900024414062,985.0,985.0,19474100,-1.450759190593276,5.650582055139908
2022-04-18,989.030029296875,1014.9199829101562,973.4099731445312,1004.2899780273438,1004.2899780273438,17238400,1.519476352879956,-12.969301095229246
2022-04-19,1005.0599975585938,1034.93994140625,995.3300170898438,1028.1500244140625,1028.1500244140625,16615900,2.245783816289615,-3.746411569641128
2022-04-20,1030.0,1034.0,975.25,977.2000122070312,977.2000122070312,23570400,-5.4031914790625635,29.50522689474935
2022-04-21,1074.72998046875,1092.219970703125,996.4199829101562,1008.780029296875,1008.780029296875,35138800,-6.537594842935435,32.92201213473426
2022-04-22,1014.9099731445312,1034.8499755859375,994.0,1005.0499877929688,1005.0499877929688,23232200,-0.9810442735504576,-51.250419676139146
2022-04-25,978.969970703125,1008.6199951171875,975.2999877929688,998.02001953125,998.02001953125,22780400,1.9087842383234355,-1.9832838756123738
2022-04-26,995.4299926757812,1000.0,875.0,876.4199829101562,876.4199829101562,45377900,-13.579107287176617,49.79847018041822
2022-04-27,898.5800170898438,918.0,877.3599853515625,881.510009765625,881.510009765625,25652100,-1.9364507646098428,-76.8974080094807
2022-04-28,899.97998046875,900.0,821.7000122070312,877.510009765625,877.510009765625,41649500,-2.5606512123008685,38.40958474891656
2022-04-29,902.25,934.4000244140625,870.0,870.760009765625,870.760009765625,29377700,-3.6163799303152278,-41.7725009105546
2022-05-02,860.77001953125,906.3599853515625,848.030029296875,902.9400024414062,902.9400024414062,25260500,4.670297339373086,-16.2989647869203
2022-05-03,903.1799926757812,924.0800170898438,888.5900268554688,909.25,909.25,21236500,0.6675839784678339,-18.9485084642008
2022-05-04,903.9400024414062,955.5,885.280029296875,952.6199951171875,952.6199951171875,27214600,5.110116617885274,21.966517971970923
2022-05-05,939.02001953125,945.5999755859375,857.7000122070312,873.280029296875,873.280029296875,30839700,-7.527939266778594,11.754653903896607
2022-05-06,887.0,888.0,843.1099853515625,865.6500244140625,865.6500244140625,24301000,-2.4663518724427735,-26.90712316365582
2022-05-09,836.4500122070312,845.6300048828125,781.1500244140625,787.1099853515625,787.1099853515625,30270100,-6.268504754571369,19.719459136243355
2022-05-10,819.3099975585938,825.3599853515625,774.25,800.0399780273438,800.0399780273438,28133900,-2.4086320759575175,-7.592975023014947
2022-05-11,795.0,809.77001953125,727.2000122070312,734.0,734.0,32408200,-8.31062670299727,13.18894600749193
2022-05-12,701.0,759.6599731445312,680.0,728.0,728.0,46771000,3.7087912087912067,30.70877252998653
2022-05-13,773.47998046875,787.3499755859375,751.5700073242188,769.5900268554688,769.5900268554688,30716900,-0.5054579032391482,-52.26471421269725
2022-05-16,767.1599731445312,769.760009765625,719.0900268554688,724.3699951171875,724.3699951171875,28699500,-5.907199126935292,-7.029390755936515
2022-05-17,747.3599853515625,764.47998046875,728.8499755859375,761.6099853515625,761.6099853515625,26745400,1.8710363931772944,-7.30630313997922
2022-05-18,744.52001953125,760.5,700.8099975585938,709.8099975585938,709.8099975585938,29270600,-4.890044109274605,8.627086564675823
2022-05-19,707.0,734.0,694.1099853515625,709.4199829101562,709.4199829101562,30098900,0.3411213341114383,2.751927811315369
2022-05-20,713.989990234375,721.5800170898438,633.0,663.9000244140625,663.9000244140625,48324400,-7.544805539737753,37.714901788744406
2022-05-23,655.02001953125,679.9600219726562,638.0599975585938,674.9000244140625,674.9000244140625,29634500,2.945622190497321,-63.06804568998972
