Date,Open,High,Low,Close,Adj Close,Volume,Percent_Change,Volume_Change
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,171.57791137695312,89058800,-0.3084436790136147,NaN
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,171.887451171875,77594700,0.5693015748889252,-14.774333814036279
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,169.8404541015625,76575500,-0.9935930847155605,-1.3309740060463149
2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,165.50682067871094,72246700,-1.7858260717147356,-5.991692354114453
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,167.41403198242188,79265200,-0.2147206265586732,8.854453152202979
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,170.14999389648438,70618900,1.766428764466077,-12.243606173418154
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,165.04750061035156,75329400,-3.2246367279040067,6.253202600843766
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,164.8278350830078,69023900,0.6966796536300279,-9.135241561256313
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,167.15440368652344,67723800,1.4217381784942917,-1.9197091716649073
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,166.98464965820312,67929800,-0.9149069056903159,0.303254241879114
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,166.17584228515625,87227800,-1.4962177145539268,22.123680753154385
2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,161.55262756347656,84882400,-2.8864661731428987,-2.7631169712449166
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,162.6410369873047,96046400,1.0805560614338572,11.62354861816789
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,156.56996154785156,95623200,-3.475763292200451,-0.44257042224062904
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,156.34030151367188,88063200,0.4215390120935858,-8.584743684081442
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,163.39991760253906,130216800,2.682717798840406,32.37185985218497
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,157.418701171875,131747600,-2.657787886853624,1.1619186990882602
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,157.72825622558594,123055300,0.7913395460056427,-7.063734759900631
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,159.2460174560547,88966500,0.8339615416888435,-38.31644495399953
