Date,Open,High,Low,Close,Adj Close,Volume,Percent_Change,Volume_Change
2022-05-12,163.9600067138672,177.5800018310547,162.7100067138672,174.30999755859375,174.30999755859375,17662100,5.937692036997156,28.28995419570719
2022-05-13,177.16000366210938,187.77000427246094,176.00999450683594,187.63999938964844,187.63999938964844,13136300,5.585160819456503,-34.452623645927694
2022-05-16,193.3000030517578,195.88999938964844,185.6999969482422,186.50999450683594,186.50999450683594,16145000,-3.640560154899908,18.63549086404459
2022-05-17,189.1699981689453,191.39999389648438,185.1699981689453,190.55999755859375,190.55999755859375,9876700,0.729428740269078,-63.46552998471149
2022-05-18,186.72000122070312,187.6999969482422,176.27000427246094,177.19000244140625,177.19000244140625,9665600,-5.378406596302332,-2.1840341003145136
2022-05-19,178.0500030517578,186.3000030517578,175.7100067138672,183.47999572753906,183.47999572753906,10448500,2.959446698398982,7.4929415705603635
2022-05-20,185.8699951171875,190.19000244140625,179.77000427246094,186.35000610351562,186.35000610351562,10429400,0.25758571001145425,-0.18313613438931675
2022-05-23,186.14999389648438,187.66000366210938,177.88999938964844,187.44000244140625,187.44000244140625,9602000,0.6882247802600938,-8.61695480108311
2022-05-24,182.0,184.0,177.1699981689453,180.33999633789062,180.33999633789062,7706400,-0.9204855804694212,-24.597736945915095
2022-05-25,180.27999877929688,188.8699951171875,180.1699981689453,187.8300018310547,187.8300018310547,8522100,4.019593769981822,9.571584468616889
2022-05-26,186.49000549316406,192.33999633789062,183.08999633789062,191.39999389648438,191.39999389648438,8049900,2.5653022778965195,-5.865911377781097
2022-05-27,193.19000244140625,195.25,190.3699951171875,195.19000244140625,195.19000244140625,8586000,1.0246426430576938,6.243885394828796
2022-05-31,196.17999267578125,199.9499969482422,190.8000030517578,197.44000244140625,197.44000244140625,11398500,0.638173495768124,24.6742992499013
2022-06-01,198.6999969482422,202.74000549316406,191.66000366210938,192.91000366210938,192.91000366210938,8416200,-3.001396079113783,-35.435232052470234
2022-06-02,192.02000427246094,205.47000122070312,191.72000122070312,205.08999633789062,205.08999633789062,9623100,6.372808181193079,12.541696542694147
2022-06-03,200.13999938964844,202.9499969482422,198.0500030517578,198.97999572753906,198.97999572753906,7181700,-0.5829750160904368,-33.99473662224821
2022-06-06,202.08999633789062,203.8699951171875,195.3800048828125,197.13999938964844,197.13999938964844,5372000,-2.510904414917081,-33.68763961280714
2022-06-07,194.8699951171875,199.60000610351562,193.0,198.61000061035156,198.61000061035156,4839500,1.883090217849348,-11.003202810207657
2022-06-08,197.9499969482422,207.3800048828125,197.63999938964844,202.8300018310547,202.8300018310547,7244100,2.405958112092932,33.19390952637319
2022-06-09,200.64999389648438,201.69000244140625,192.5399932861328,192.77000427246094,192.77000427246094,6949000,-4.087767520555663,-4.246654194848176
2022-06-10,182.63999938964844,185.86000061035156,180.85000610351562,182.94000244140625,182.94000244140625,13065600,0.1639898588357669,46.81453588048004
2022-06-13,177.07000732421875,179.08999633789062,168.9600067138672,169.69000244140625,169.69000244140625,10222400,-4.349110010391333,-27.813429331663798
2022-06-14,169.75,172.05999755859375,164.27999877929688,167.5399932861328,167.5399932861328,11555300,-1.3190920391723093,11.534966638685272
2022-06-15,169.25999450683594,183.85000610351562,168.52999877929688,180.11000061035156,180.11000061035156,12396000,6.0240997538989705,6.782026460148439
2022-06-16,174.0,176.27000427246094,171.55999755859375,173.35000610351562,173.35000610351562,8201300,-0.3749604116519256,-51.14676941460501
2022-06-17,173.6300048828125,179.64999389648438,173.33999633789062,175.50999450683594,175.50999450683594,12112200,1.0711581578621843,32.28893182080878
2022-06-21,177.60000610351562,178.6199951171875,169.8000030517578,170.91000366210938,170.91000366210938,12177600,-3.914342225767231,0.5370516357903088
2022-06-22,170.75,182.82000732421875,170.1999969482422,178.88999938964844,178.88999938964844,11992400,4.550281970720082,-1.5443113972182454
2022-06-23,180.5,182.75999450683594,175.8699951171875,181.7100067138672,181.7100067138672,9538200,0.6658998784654369,-25.73022163510934
2022-06-24,183.5,191.19000244140625,181.83999633789062,190.85000610351562,190.85000610351562,12424000,3.8511951105356768,23.227623953638123
2022-06-27,191.77000427246094,191.77999877929688,182.38999938964844,189.13999938964844,189.13999938964844,8363900,-1.3905069743573417,-48.543143748729655
2022-06-28,189.1999969482422,192.1999969482422,179.3699951171875,179.60000610351562,179.60000610351562,7185400,-5.345206302049599,-16.401313775155167
2022-06-29,179.5500030517578,180.6699981689453,175.10000610351562,178.36000061035156,178.36000061035156,5766800,-0.6671913194292722,-24.59943122702366
2022-06-30,177.07000732421875,179.4499969482422,170.3000030517578,174.8699951171875,174.8699951171875,7894700,-1.258084444708163,26.953525783120323
2022-07-01,176.49000549316406,180.10000610351562,174.27000427246094,179.9499969482422,179.9499969482422,5194700,1.92275160531028,-51.97605251506343
