Date,Open,High,Low,Close,Adj Close,Volume,Percent_Change,Volume_Change
2022-04-06,446.8900146484375,448.92999267578125,443.4700012207031,446.5199890136719,444.5994567871094,106898000,-0.08286877270220483,NaN
2022-04-07,445.5899963378906,450.69000244140625,443.5299987792969,448.7699890136719,446.83978271484375,78097200,0.7086019015599465,-36.878146719728754
2022-04-08,447.9700012207031,450.6300048828125,445.94000244140625,447.57000732421875,445.64495849609375,79272700,-0.08937012979839398,1.4828560147440384
2022-04-11,444.1099853515625,445.0,439.3900146484375,439.9200134277344,438.0278625488281,89770500,-0.9524394880744413,11.694042029397188
2022-04-12,443.0799865722656,445.75,436.6499938964844,438.2900085449219,436.4048767089844,84363600,-1.092878672558828,-6.409043710794693
2022-04-13,438.0299987792969,444.1099853515625,437.8399963378906,443.30999755859375,441.40325927734375,74070400,1.1910398611299056,-13.896509266859635
2022-04-14,443.54998779296875,444.7300109863281,437.67999267578125,437.7900085449219,435.9070129394531,97869500,-1.3156945420456756,24.317177465911243
2022-04-18,436.80999755859375,439.75,435.6099853515625,437.9700012207031,436.08624267578125,66002500,0.2648591590465599,-48.281504488466354
2022-04-19,437.8599853515625,445.79998779296875,437.67999267578125,445.0400085449219,443.1258239746094,77821000,1.6133433074556058,15.186774778016222
2022-04-20,446.9200134277344,447.57000732421875,443.4800109863281,444.7099914550781,442.7972412109375,65224400,-0.49695802098466135,-19.312711193970355
2022-04-21,448.5400085449219,450.010009765625,437.1000061035156,438.05999755859375,436.17584228515625,85417300,-2.3923688637939033,23.640293008559155
2022-04-22,436.9100036621094,438.0799865722656,425.44000244140625,426.0400085449219,424.2075500488281,132471800,-2.5514024268078472,35.5203899999849
2022-04-25,423.6700134277344,428.69000244140625,418.8399963378906,428.510009765625,426.66693115234375,119647700,1.1294943472937469,-10.718216898444343
2022-04-26,425.8299865722656,426.0400085449219,416.07000732421875,416.1000061035156,414.310302734375,103996300,-2.338375468884135,-15.049958508139238
2022-04-27,417.239990234375,422.9200134277344,415.010009765625,417.2699890136719,415.4752502441406,122030000,0.007189297118581628,14.778087355568303
2022-04-28,422.2900085449219,429.6400146484375,417.6000061035156,427.80999755859375,425.9699401855469,105449100,1.290289858856286,-15.724079200296636
2022-04-29,423.5899963378906,425.8699951171875,411.2099914550781,412.0,410.2279357910156,145491100,-2.813105907255009,27.521958387832658
2022-05-02,412.07000732421875,415.9200134277344,405.0199890136719,414.4800109863281,412.697265625,158312500,0.581452325378573,8.098791946308726
2022-05-03,415.010009765625,418.92999267578125,413.3599853515625,416.3800048828125,414.589111328125,100028200,0.3290251936024391,-58.267868461093975
2022-05-04,417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,427.2145690917969,144247900,2.7921528584570754,30.655350961781767
2022-05-05,424.54998779296875,425.0,409.44000244140625,413.80999755859375,412.0301513671875,172929100,-2.5953916767934793,16.585525513057085
2022-05-06,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,409.5707702636719,151770800,0.05834352032664247,-13.940955704259327
2022-05-09,405.1000061035156,406.4100036621094,396.5,398.1700134277344,396.4574279785156,155586100,-1.7404607183054477,2.452211347928901
2022-05-10,404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,397.3734436035156,132497200,-1.3530767360834695,-17.425953152217556
2022-05-11,398.07000732421875,404.0400085449219,391.9599914550781,392.75,391.06072998046875,142361000,-1.354553106102796,6.928723456564645
2022-05-12,389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,390.6524963378906,125090800,0.7569968008424244,-13.80613122627723
2022-05-13,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,399.9921569824219,104174400,1.2471397367323278,-20.07825339046829
2022-05-16,399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,398.3691711425781,78622400,0.027490152857911898,-32.499643867396564
2022-05-17,406.5299987792969,408.57000732421875,402.5799865722656,408.32000732421875,406.56378173828125,83029700,0.43838374628077936,5.308100595329146
2022-05-18,403.5,403.79998779296875,390.54998779296875,391.8599853515625,390.1745300292969,117674500,-2.970452478834873,29.441212837105745
2022-05-19,388.6199951171875,394.1400146484375,387.1099853515625,389.4599914550781,387.7848815917969,98510700,0.21568231816374572,-19.453521292610844
2022-05-20,393.25,397.0299987792969,380.5400085449219,389.6300048828125,387.95416259765625,131432200,-0.9290853044739977,25.048275841080038
